gu,name,rent,return,station
금천구,1804. 독산역 2번출구 자전거주차장,1762,1765,독산역2번출구
금천구,3983. 금천구청역 1번 출구,1314,1598,금천구청역1번
금천구,1833. 독산역 1번출구 A,982,985,독산역1번출구
금천구,3969. 독산역 롯데캐슬 104동 앞,668,664,독산역롯데캐슬
금천구,1861.IBK기업은행 석수역 지점 앞,146,143,석수역지점
