gu,name,rent,return,station
관악구,2177. 신대방역 2번 출구,4279,4665,신대방역2번
관악구,2136. 신림역 8번출구,3474,3547,신림역8번출구
관악구,2169. 봉천역 2번출구,1417,1539,봉천역2번출구
관악구,2171. 서울대입구역 5번출구,1403,1393,서울대입구역5번출구
관악구,2189. 봉천역 4번출구,1309,1469,봉천역4번출구
관악구,2104. 사당역 5번출구,1229,1420,사당역5번출구
관악구,2111. 서울대입구역 1번출구,1203,1199,서울대입구역1번출구
관악구,2148. 낙성대역 3번출구 뒤,837,832,낙성대역3번출구
관악구,2112. 서울대입구역 마에스트로,775,809,서울대입구역마에스트로
관악구,2196. 봉천역 3번출구,629,640,봉천역3번출구
관악구,3813. 낙성대역 5번출구,569,546,낙성대역5번출구
관악구,2167. 낙성대역 1번출구,496,481,낙성대역1번출구
