gu,name,rent,return,station
양천구,765. 오목교역 3번출구,5768,6391,오목교역3번출구
양천구,703. 오목교역 7번출구 앞,4245,4663,오목교역7번출구
양천구,4528. 양천구청역 1번출구,4181,4450,양천구청역1번출구
양천구,4540. 목동역 3번 출구,4117,4398,목동역3번
양천구,744. 신목동역 2번 출구,3897,3655,신목동역2번
양천구,4543. 오목교역 6번 출구,3753,4020,오목교역6번
양천구,4547. 목동역 2번 출구,2508,2495,목동역2번
양천구,4510. 신정네거리역 교차로,1538,1490,신정네거리역교차로
양천구,766. 신목동역 3번출구,1234,1209,신목동역3번출구
양천구,742. 등촌역 5번 출구 뒤,944,932,등촌역5번
