gu,name,rent,return,station
영등포구,230. 영등포구청역 1번출구,8473,8376,영등포구청역1번출구
영등포구,207. 여의나루역 1번출구 앞,5675,5130,여의나루역1번출구
영등포구,247. 당산역 10번출구 앞,5300,5265,당산역10번출구
영등포구,4574. 영등포시장역 포레나영등포,4532,4554,영등포시장역포레나영등포
영등포구,240. 문래역 4번출구 앞,4431,4250,문래역4번출구
영등포구,4561. 양평역 1번출구,4324,4278,양평역1번출구
영등포구,228. 선유도역 3번출구 앞,3687,3714,선유도역3번출구
영등포구,226. 샛강역 1번출구 앞,2398,1928,샛강역1번출구
영등포구,203. 국회의사당역 3번출구 옆,2284,2240,국회의사당역3번출구
영등포구,4559. 신길역 2번출구,1616,1272,신길역2번출구
영등포구,204. 국회의사당역 5번출구 옆,1545,1499,국회의사당역5번출구
