gu,name,rent,return,station
강북구,1503. 강북구청사거리(수유역 8번출구),2527,2624,강북구청사거리(수유역8번출구)
강북구,"1501. 미아역 3번,4번 출구 사이",1080,1071,"미아역3번,4번"
강북구,1527. 미아역 1번 출구 뒤,789,787,미아역1번
